06-30-2025 03:00:01.217 INFO  dispatchRunner [0 MainThread] - Search process mode: freestanding (build e053ef3c985f).
06-30-2025 03:00:01.302 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.302 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.302 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.303 INFO  SearchOrchestrator [48184 searchOrchestrator] - SearchOrchestrator getting constructed
06-30-2025 03:00:01.303 INFO  SearchOrchestrator [48184 searchOrchestrator] -  Initialized the SRI
06-30-2025 03:00:01.305 INFO  ISplunkDispatch [48184 searchOrchestrator] - Not running in splunkd. Bundle replication not triggered.
06-30-2025 03:00:01.307 INFO  SearchOrchestrator [15844 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
06-30-2025 03:00:01.309 INFO  UserManager [15844 searchOrchestrator] - Setting user context: admin
06-30-2025 03:00:01.309 INFO  UserManager [15844 searchOrchestrator] - Free version does not have user services
06-30-2025 03:00:01.309 INFO  UserManager [15844 searchOrchestrator] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.311 INFO  SearchOrchestrator [15844 searchOrchestrator] - Creating the search DAG.
06-30-2025 03:00:01.311 INFO  SearchParser [15844 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.312 INFO  DispatchStorageManagerInfo [15844 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=025f5e37b8be6091_tmp dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\025f5e37b8be6091_tmp
06-30-2025 03:00:01.315 INFO  SearchOperator:rest [15844 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.315 INFO  SearchParser [15844 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.315 INFO  SearchOperator:rest [15844 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.315 INFO  DispatchThread [15844 searchOrchestrator] - BatchMode: allowBatchMode: 1, conf(1): 1, timeline/Status buckets(0):0, realtime(0):0, report pipe empty(0):0, reqTimeOrder(0):0, summarize(0):0, statefulStreaming(0):0
06-30-2025 03:00:01.315 INFO  DispatchThread [15844 searchOrchestrator] - required fields list to add to remote search = *
06-30-2025 03:00:01.315 INFO  DispatchCommandProcessor [15844 searchOrchestrator] - summaryHash=fbaafaa0fd22c9d7 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_fbaafaa0fd22c9d7 remoteSearch=prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.315 INFO  DispatchCommandProcessor [15844 searchOrchestrator] - summaryHash=NSdea437639f3255a9 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NSdea437639f3255a9 remoteSearch=prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.315 INFO  DispatchThread [15844 searchOrchestrator] - Getting summary ID for summaryHash=NSdea437639f3255a9
06-30-2025 03:00:01.316 INFO  SearchParser [15844 searchOrchestrator] - PARSING: |rest splunk_server=local /services/server/info | fields guid, splunk_server
06-30-2025 03:00:01.317 INFO  SearchOperator:rest [15844 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.317 INFO  AstOptimizer [15844 searchOrchestrator] - SrchOptMetrics optimize_toJson=0.000
06-30-2025 03:00:01.317 INFO  SearchParser [15844 searchOrchestrator] - PARSING:  | fields + guid, splunk_server
06-30-2025 03:00:01.317 INFO  SearchParser [15844 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local
06-30-2025 03:00:01.317 INFO  ProjElim [15844 searchOrchestrator] - Black listed processors=[addinfo]
06-30-2025 03:00:01.327 INFO  AstOptimizer [15844 searchOrchestrator] - Search optimizations have been disabled in limits.conf. Set enabled=true in [search_optimization::replace_stats_cmds_with_tstats]
06-30-2025 03:00:01.327 INFO  AstVisitorFactory [15844 searchOrchestrator] - Not building visitor : replace_stats_cmds_with_tstats
06-30-2025 03:00:01.327 INFO  AstOptimizer [15844 searchOrchestrator] - SrchOptMetrics optimization=0.000
06-30-2025 03:00:01.327 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Optimized Search = | rest /services/server/info splunk_server=local | fields + guid, splunk_server
06-30-2025 03:00:01.327 INFO  ScopedTimer [15844 searchOrchestrator] - search.optimize 0.000
06-30-2025 03:00:01.327 ERROR DatamodelServiceConfiguration [15844 searchOrchestrator] - Failed to get datamodel_service_enabled from limits.conf, use the default value 0.
06-30-2025 03:00:01.327 INFO  ParallelReducePolicy [15844 searchOrchestrator] - Current Search Head doesn't have any usable peers to use.
06-30-2025 03:00:01.327 INFO  PhaseToPipelineVisitor [15844 searchOrchestrator] - Phase Search =  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
06-30-2025 03:00:01.327 INFO  SearchParser [15844 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
06-30-2025 03:00:01.327 INFO  SearchOperator:rest [15844 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.327 INFO  SearchPipeline [15844 searchOrchestrator] - ReportSearch=1 AllowBatchMode=0
06-30-2025 03:00:01.327 INFO  SearchParser [15844 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.328 INFO  SearchOperator:rest [15844 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Disabling timeliner since source is not an event index
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Disabling timeliner since event search is empty
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - No need for RTWindowProcessor
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Timeliner will not be executed
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - required fields list to add to different pipelines = *
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Adding noop to provide result collation at search head
06-30-2025 03:00:01.328 INFO  SearchParser [15844 searchOrchestrator] - PARSING: noop
06-30-2025 03:00:01.328 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Search Phases created.
06-30-2025 03:00:01.331 INFO  UserManager [15844 searchOrchestrator] - Setting user context: admin
06-30-2025 03:00:01.331 INFO  UserManager [15844 searchOrchestrator] - Free version does not have user services
06-30-2025 03:00:01.331 INFO  UserManager [15844 searchOrchestrator] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.332 INFO  UserManager [15844 searchOrchestrator] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.333 INFO  DistributedSearchResultCollectionManager [15844 searchOrchestrator] - Stream search: prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.333 INFO  ExternalResultProvider [15844 searchOrchestrator] - No external result providers are configured
06-30-2025 03:00:01.333 INFO  DistributedSearchResultCollectionManager [15844 searchOrchestrator] - ERP_FACTORY initialized, but zero external result provider, hence disabling _isERPCollectionEnabled
06-30-2025 03:00:01.334 INFO  DistributedSearchResultCollectionManager [15844 searchOrchestrator] - results_queue_read_timeout_sec=900.000 send_timeout=30.000 connect_timeout=10.000 receive_timeout=600.000
06-30-2025 03:00:01.334 INFO  DistributedSearchResultCollectionManager [15844 searchOrchestrator] - No default search group set.
06-30-2025 03:00:01.334 INFO  SearchTargeter [15844 searchOrchestrator] - should contact peer:BEER-PC01 regex=BEER-PC01 1
06-30-2025 03:00:01.334 INFO  DistributedSearchResultCollectionManager [15844 searchOrchestrator] - Connecting to peer BEER-PC01 connectAll 0 connectToSpecificPeer 1
06-30-2025 03:00:01.335 INFO  UserManager [10948 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  SearchPhaseGenerator [15844 searchOrchestrator] - Time spends on creating distributed search results infrastructure; dispatchcreatedSearchResultInfrastructure=0.000 seconds.
06-30-2025 03:00:01.335 INFO  UserManager [10948 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [10948 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [28392 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  UserManager [28392 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [28392 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [39280 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  UserManager [39280 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [39280 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  SearchOrchestrator [15844 searchOrchestrator] - Starting the status control thread.
06-30-2025 03:00:01.335 INFO  SearchOrchestrator [15844 searchOrchestrator] - Starting phase=1
06-30-2025 03:00:01.335 INFO  UserManager [43608 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  UserManager [43608 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [43608 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [36344 StatusEnforcerThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  UserManager [36344 StatusEnforcerThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [19640 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  UserManager [19640 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [36344 StatusEnforcerThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [27088 localCollectorThread] - Setting user context: admin
06-30-2025 03:00:01.335 INFO  SearchStatusEnforcer [36344 StatusEnforcerThread] - Enforcing disk quota = 0
06-30-2025 03:00:01.335 INFO  UserManager [19640 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [27088 localCollectorThread] - Free version does not have user services
06-30-2025 03:00:01.335 INFO  UserManager [27088 localCollectorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.335 INFO  UserManager [47940 phase_1] - Setting user context: admin
06-30-2025 03:00:01.336 INFO  UserManager [47940 phase_1] - Free version does not have user services
06-30-2025 03:00:01.336 INFO  UserManager [47940 phase_1] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.336 INFO  ReducePhaseExecutor [47940 phase_1] - Stating phase_1
06-30-2025 03:00:01.336 INFO  SearchParser [27088 localCollectorThread] - PARSING: prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
06-30-2025 03:00:01.336 INFO  SearchOperator:rest [27088 localCollectorThread] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.336 INFO  LocalCollector [27088 localCollectorThread] - Final required fields list = *
06-30-2025 03:00:01.336 INFO  DispatchExecutor [47940 phase_1] - BEGIN OPEN: Processor=rest
06-30-2025 03:00:01.336 INFO  UserManager [27088 localCollectorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.336 INFO  UserManager [27088 localCollectorThread] - Setting user context: admin
06-30-2025 03:00:01.336 INFO  UserManager [27088 localCollectorThread] - Free version does not have user services
06-30-2025 03:00:01.336 INFO  UserManager [27088 localCollectorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.336 INFO  SearchOperator:rest [27088 localCollectorThread] - in RestProcessor::execute
06-30-2025 03:00:01.336 INFO  ProxyConfig [27088 localCollectorThread] - Failed to initialize http_proxy from server.conf for splunkd. Please make sure that the http_proxy property is set as http_proxy=http://host:port in case HTTP proxying needs to be enabled.
06-30-2025 03:00:01.336 INFO  ProxyConfig [27088 localCollectorThread] - Failed to initialize https_proxy from server.conf for splunkd. Please make sure that the https_proxy property is set as https_proxy=http://host:port in case HTTP proxying needs to be enabled.
06-30-2025 03:00:01.336 INFO  ProxyConfig [27088 localCollectorThread] - Failed to initialize the proxy_rules setting from server.conf for splunkd. Please provide a valid set of proxy_rules in case HTTP proxying needs to be enabled.
06-30-2025 03:00:01.336 INFO  ProxyConfig [27088 localCollectorThread] - Failed to initialize the no_proxy setting from server.conf for splunkd. Please provide a valid set of no_proxy rules in case HTTP proxying needs to be enabled.
06-30-2025 03:00:01.395 INFO  UserManager [27088 localCollectorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.395 INFO  UserManager [19640 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.395 INFO  UserManager [10948 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.395 INFO  UserManager [28392 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.395 INFO  UserManager [39280 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.395 INFO  UserManager [43608 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.397 INFO  ResultsCollationProcessor [47940 phase_1] - Writing remote_event_providers.csv to disk
06-30-2025 03:00:01.398 INFO  DispatchExecutor [47940 phase_1] - END OPEN: Processor=rest
06-30-2025 03:00:01.398 INFO  DispatchExecutor [47940 phase_1] - BEGIN OPEN: Processor=noop
06-30-2025 03:00:01.399 INFO  DispatchExecutor [47940 phase_1] - END OPEN: Processor=noop
06-30-2025 03:00:01.403 INFO  ReducePhaseExecutor [47940 phase_1] - Not downloading remote search.log files. Reason: No remote event providers.
06-30-2025 03:00:01.403 INFO  ReducePhaseExecutor [47940 phase_1] - Not downloading remote search_telemetry.json files. Reason: No remote event providers.
06-30-2025 03:00:01.403 INFO  ReducePhaseExecutor [47940 phase_1] - Ending phase_1
06-30-2025 03:00:01.403 INFO  UserManager [47940 phase_1] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.446 INFO  UserManager [36344 StatusEnforcerThread] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.446 INFO  DispatchManager [15844 searchOrchestrator] - DispatchManager::dispatchHasFinished(id='subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751241600_9_1751241601.1', username='admin')
06-30-2025 03:00:01.446 INFO  UserManager [15844 searchOrchestrator] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.447 INFO  SearchStatusEnforcer [48184 searchOrchestrator] - SearchStatusEnforcer is already terminated
06-30-2025 03:00:01.464 INFO  DispatchStorageManagerInfo [48184 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751241600_9_1751241601.2 dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751241600_9_1751241601.2
06-30-2025 03:00:01.464 INFO  DispatchCommandProcessor [48184 searchOrchestrator] - Data federation feature is enabled
06-30-2025 03:00:01.464 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
06-30-2025 03:00:01.464 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
06-30-2025 03:00:01.464 INFO  SearchParser [48184 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
06-30-2025 03:00:01.464 INFO  SearchOrchestrator [48184 searchOrchestrator] - SearchOrchestrator getting constructed
06-30-2025 03:00:01.464 INFO  SearchOrchestrator [48184 searchOrchestrator] -  Initialized the SRI
06-30-2025 03:00:01.466 INFO  ISplunkDispatch [48184 searchOrchestrator] - Not running in splunkd. Bundle replication not triggered.
06-30-2025 03:00:01.470 INFO  SearchOrchestrator [40796 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
06-30-2025 03:00:01.470 INFO  UserManager [40796 searchOrchestrator] - Setting user context: admin
06-30-2025 03:00:01.470 INFO  UserManager [40796 searchOrchestrator] - Free version does not have user services
06-30-2025 03:00:01.470 INFO  UserManager [40796 searchOrchestrator] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.471 INFO  SearchOrchestrator [40796 searchOrchestrator] - Creating the search DAG.
06-30-2025 03:00:01.471 INFO  SearchParser [40796 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
06-30-2025 03:00:01.472 INFO  DispatchStorageManagerInfo [40796 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=b029cff21cc0c90d_tmp dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\b029cff21cc0c90d_tmp
06-30-2025 03:00:01.477 INFO  SearchOperator:rest [40796 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.477 INFO  SearchParser [40796 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
06-30-2025 03:00:01.477 INFO  SearchOperator:rest [40796 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.477 INFO  DispatchThread [40796 searchOrchestrator] - BatchMode: allowBatchMode: 1, conf(1): 1, timeline/Status buckets(0):0, realtime(0):0, report pipe empty(0):0, reqTimeOrder(0):0, summarize(0):0, statefulStreaming(0):0
06-30-2025 03:00:01.477 INFO  DispatchThread [40796 searchOrchestrator] - required fields list to add to remote search = *
06-30-2025 03:00:01.477 INFO  DispatchCommandProcessor [40796 searchOrchestrator] - summaryHash=ec4c6e82349785fc summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_ec4c6e82349785fc remoteSearch=prerest  splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
06-30-2025 03:00:01.477 INFO  DispatchCommandProcessor [40796 searchOrchestrator] - summaryHash=NSa393ddf4ae79354b summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NSa393ddf4ae79354b remoteSearch=prerest splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
06-30-2025 03:00:01.477 INFO  DispatchThread [40796 searchOrchestrator] - Getting summary ID for summaryHash=NSa393ddf4ae79354b
06-30-2025 03:00:01.479 INFO  SearchParser [40796 searchOrchestrator] - PARSING: |rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt
06-30-2025 03:00:01.479 INFO  SearchOperator:rest [40796 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.479 INFO  AstOptimizer [40796 searchOrchestrator] - SrchOptMetrics optimize_toJson=0.000
06-30-2025 03:00:01.479 INFO  SearchParser [40796 searchOrchestrator] - PARSING:  | fields + telemetrySalt
06-30-2025 03:00:01.479 INFO  SearchParser [40796 searchOrchestrator] - PARSING:  | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local
06-30-2025 03:00:01.479 INFO  ProjElim [40796 searchOrchestrator] - Black listed processors=[addinfo]
06-30-2025 03:00:01.480 INFO  AstOptimizer [40796 searchOrchestrator] - Search optimizations have been disabled in limits.conf. Set enabled=true in [search_optimization::replace_stats_cmds_with_tstats]
06-30-2025 03:00:01.480 INFO  AstVisitorFactory [40796 searchOrchestrator] - Not building visitor : replace_stats_cmds_with_tstats
06-30-2025 03:00:01.480 INFO  AstOptimizer [40796 searchOrchestrator] - SrchOptMetrics optimization=0.000
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Optimized Search = | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt
06-30-2025 03:00:01.480 INFO  ScopedTimer [40796 searchOrchestrator] - search.optimize 0.000
06-30-2025 03:00:01.480 ERROR DatamodelServiceConfiguration [40796 searchOrchestrator] - Failed to get datamodel_service_enabled from limits.conf, use the default value 0.
06-30-2025 03:00:01.480 INFO  ParallelReducePolicy [40796 searchOrchestrator] - Current Search Head doesn't have any usable peers to use.
06-30-2025 03:00:01.480 INFO  PhaseToPipelineVisitor [40796 searchOrchestrator] - Phase Search =  | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt
06-30-2025 03:00:01.480 INFO  SearchParser [40796 searchOrchestrator] - PARSING:  | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt
06-30-2025 03:00:01.480 INFO  SearchOperator:rest [40796 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.480 INFO  SearchPipeline [40796 searchOrchestrator] - ReportSearch=1 AllowBatchMode=0
06-30-2025 03:00:01.480 INFO  SearchParser [40796 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
06-30-2025 03:00:01.480 INFO  SearchOperator:rest [40796 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8089
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Disabling timeliner since source is not an event index
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Disabling timeliner since event search is empty
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - No need for RTWindowProcessor
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Timeliner will not be executed
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - required fields list to add to different pipelines = *
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Adding noop to provide result collation at search head
06-30-2025 03:00:01.480 INFO  SearchParser [40796 searchOrchestrator] - PARSING: noop
06-30-2025 03:00:01.480 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Search Phases created.
06-30-2025 03:00:01.484 INFO  UserManager [40796 searchOrchestrator] - Setting user context: admin
06-30-2025 03:00:01.484 INFO  UserManager [40796 searchOrchestrator] - Free version does not have user services
06-30-2025 03:00:01.484 INFO  UserManager [40796 searchOrchestrator] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.484 INFO  UserManager [40796 searchOrchestrator] - Unwound user context: NULL -> NULL
06-30-2025 03:00:01.484 INFO  DistributedSearchResultCollectionManager [40796 searchOrchestrator] - Stream search: prerest  splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
06-30-2025 03:00:01.484 INFO  ExternalResultProvider [40796 searchOrchestrator] - No external result providers are configured
06-30-2025 03:00:01.484 INFO  DistributedSearchResultCollectionManager [40796 searchOrchestrator] - ERP_FACTORY initialized, but zero external result provider, hence disabling _isERPCollectionEnabled
06-30-2025 03:00:01.484 INFO  DistributedSearchResultCollectionManager [40796 searchOrchestrator] - results_queue_read_timeout_sec=900.000 send_timeout=30.000 connect_timeout=10.000 receive_timeout=600.000
06-30-2025 03:00:01.484 INFO  DistributedSearchResultCollectionManager [40796 searchOrchestrator] - No default search group set.
06-30-2025 03:00:01.484 INFO  SearchTargeter [40796 searchOrchestrator] - should contact peer:BEER-PC01 regex=BEER-PC01 1
06-30-2025 03:00:01.484 INFO  DistributedSearchResultCollectionManager [40796 searchOrchestrator] - Connecting to peer BEER-PC01 connectAll 0 connectToSpecificPeer 1
06-30-2025 03:00:01.484 INFO  SearchPhaseGenerator [40796 searchOrchestrator] - Time spends on creating distributed search results infrastructure; dispatchcreatedSearchResultInfrastructure=0.000 seconds.
06-30-2025 03:00:01.484 INFO  UserManager [37216 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.484 INFO  UserManager [37216 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.484 INFO  UserManager [37216 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.484 INFO  UserManager [48108 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.484 INFO  UserManager [48108 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [48108 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  UserManager [40792 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  UserManager [40792 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [40792 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  UserManager [41924 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  UserManager [41924 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [41924 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  SearchOrchestrator [40796 searchOrchestrator] - Starting the status control thread.
06-30-2025 03:00:01.485 INFO  SearchOrchestrator [40796 searchOrchestrator] - Starting phase=1
06-30-2025 03:00:01.485 INFO  UserManager [46144 StatusEnforcerThread] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  UserManager [46144 StatusEnforcerThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [46144 StatusEnforcerThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  UserManager [33372 SearchResultExecutorThread] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  SearchStatusEnforcer [46144 StatusEnforcerThread] - Enforcing disk quota = 0
06-30-2025 03:00:01.485 INFO  UserManager [47996 localCollectorThread] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  UserManager [33372 SearchResultExecutorThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [33372 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  UserManager [47996 localCollectorThread] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [47996 localCollectorThread] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  UserManager [39064 phase_1] - Setting user context: admin
06-30-2025 03:00:01.485 INFO  UserManager [39064 phase_1] - Free version does not have user services
06-30-2025 03:00:01.485 INFO  UserManager [39064 phase_1] - Done setting user context: NULL -> NULL
06-30-2025 03:00:01.485 INFO  SearchParser [47996 localCollectorThread] - PARSING: prerest  splunk_server="BEER-PC01" timeout=60 "/servicesNS/nobody/splunk_instrumentation/telemetry?count=0"
