07-07-2025 03:00:01.330 INFO  dispatchRunner [0 MainThread] - Search process mode: freestanding (build 78803f08aabb).
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest "/services/admin/Splunk-auth/splunk_auth" splunk_server=local | join type=left splunk_server [ | rest /services/server/info splunk_server=local | fields + guid, splunk_server] | appendcols override=false [ | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt] | eval telemetrySalt=if(isnull(telemetrySalt),"",telemetrySalt), hashHost=sha1((telemetrySalt + splunk_server)) | replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data=(((((((((((((((((((((((((((((((((((((("{\"host\": \"" + hashHost) + "\",\"guid\": \"") + guid) + "\", \"constant login time\":\"") + constantLoginTime) + "\", \"enable password history\":\"") + enablePasswordHistory) + "\", \"expiration alert in days\":\"") + expireAlertDays) + "\", \"days until password expires\":\"") + expirePasswordDays) + "\", \"enable password expiration\":\"") + expireUserAccounts) + "\", \"force existing users to change weak passwords\":\"") + forceWeakPasswordChange) + "\", \"failed login attempts\":\"") + lockoutAttempts) + "\", \"lockout duration in minutes\":\"") + lockoutMins) + "\", \"lockout threshold in minutes\":\"") + lockoutThresholdMins) + "\", \"enable lockout users\":\"") + lockoutUsers) + "\", \"minimum number of digits\":\"") + minPasswordDigit) + "\", \"minimum number of characters\":\"") + minPasswordLength) + "\", \"minimum number of lowercase letters\":\"") + minPasswordLowercase) + "\", \"minimum number of special characters\":\"") + minPasswordSpecial) + "\", \"minimum number of uppercase letters\":\"") + minPasswordUppercase) + "\", \"password history count\":\"") + passwordHistoryCount) + "\", \"enable verbose login fail message\":\"") + verboseLoginFailMsg) + "\"}"), _time=now(), date=strftime('_time',"%Y-%m-%d") | fields + data, _time, date
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/servicesNS/nobody/splunk_instrumentation/telemetry?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.426 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.426 INFO  AstOptimizer [43832 searchOrchestrator] - SrchOptMetrics optimize_toJson=0.000
07-07-2025 03:00:01.430 INFO  FederatedInfo [43832 searchOrchestrator] - No federated search providers defined.
07-07-2025 03:00:01.430 INFO  AstOptimizer [43832 searchOrchestrator] - Will only run the following branching command specific optimizations=[replace_append_with_union merge_union]
07-07-2025 03:00:01.430 INFO  AstOptimizer [43832 searchOrchestrator] - Branch optimization had no effect
07-07-2025 03:00:01.430 INFO  AstOptimizer [43832 searchOrchestrator] - SrchOptMetrics optimization=0.016
07-07-2025 03:00:01.430 INFO  SearchPhaseGenerator [43832 searchOrchestrator] - Optimized Search = | rest "/services/admin/Splunk-auth/splunk_auth" splunk_server=local | join type=left splunk_server [ | rest /services/server/info splunk_server=local | fields + guid, splunk_server] | appendcols override=false [ | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt] | eval telemetrySalt=if(isnull(telemetrySalt),"",telemetrySalt), hashHost=sha1((telemetrySalt + splunk_server)) | replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data=(((((((((((((((((((((((((((((((((((((("{\"host\": \"" + hashHost) + "\",\"guid\": \"") + guid) + "\", \"constant login time\":\"") + constantLoginTime) + "\", \"enable password history\":\"") + enablePasswordHistory) + "\", \"expiration alert in days\":\"") + expireAlertDays) + "\", \"days until password expires\":\"") + expirePasswordDays) + "\", \"enable password expiration\":\"") + expireUserAccounts) + "\", \"force existing users to change weak passwords\":\"") + forceWeakPasswordChange) + "\", \"failed login attempts\":\"") + lockoutAttempts) + "\", \"lockout duration in minutes\":\"") + lockoutMins) + "\", \"lockout threshold in minutes\":\"") + lockoutThresholdMins) + "\", \"enable lockout users\":\"") + lockoutUsers) + "\", \"minimum number of digits\":\"") + minPasswordDigit) + "\", \"minimum number of characters\":\"") + minPasswordLength) + "\", \"minimum number of lowercase letters\":\"") + minPasswordLowercase) + "\", \"minimum number of special characters\":\"") + minPasswordSpecial) + "\", \"minimum number of uppercase letters\":\"") + minPasswordUppercase) + "\", \"password history count\":\"") + passwordHistoryCount) + "\", \"enable verbose login fail message\":\"") + verboseLoginFailMsg) + "\"}"), _time=now(), date=strftime('_time',"%Y-%m-%d") | fields + data, _time, date
07-07-2025 03:00:01.430 INFO  ScopedTimer [43832 searchOrchestrator] - search.optimize 0.016
07-07-2025 03:00:01.430 INFO  SearchPhaseGenerator [43832 searchOrchestrator] - Data federation is enabled
07-07-2025 03:00:01.430 INFO  FederatedProviderVisitor [43832 searchOrchestrator] - Federated Whole Search Remote Execution Enabled: false
07-07-2025 03:00:01.430 INFO  FederatedProviderVisitor [43832 searchOrchestrator] - Command not safe for remote execution, command=rest
07-07-2025 03:00:01.530 INFO  SearchPhaseGenerator [43832 searchOrchestrator] - Number of involved federated deployments is 0.
07-07-2025 03:00:01.530 ERROR ParallelReducePolicy [43832 searchOrchestrator] - Invalid distribute environment setup
07-07-2025 03:00:01.530 INFO  PhaseToPipelineVisitor [43832 searchOrchestrator] - Phase Search =  | rest "/services/admin/Splunk-auth/splunk_auth" splunk_server=local | join type=left splunk_server [ | rest /services/server/info splunk_server=local | fields + guid, splunk_server] | appendcols override=false [ | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt] | eval telemetrySalt=if(isnull(telemetrySalt),"",telemetrySalt), hashHost=sha1((telemetrySalt + splunk_server)) | replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data=(((((((((((((((((((((((((((((((((((((("{\"host\": \"" + hashHost) + "\",\"guid\": \"") + guid) + "\", \"constant login time\":\"") + constantLoginTime) + "\", \"enable password history\":\"") + enablePasswordHistory) + "\", \"expiration alert in days\":\"") + expireAlertDays) + "\", \"days until password expires\":\"") + expirePasswordDays) + "\", \"enable password expiration\":\"") + expireUserAccounts) + "\", \"force existing users to change weak passwords\":\"") + forceWeakPasswordChange) + "\", \"failed login attempts\":\"") + lockoutAttempts) + "\", \"lockout duration in minutes\":\"") + lockoutMins) + "\", \"lockout threshold in minutes\":\"") + lockoutThresholdMins) + "\", \"enable lockout users\":\"") + lockoutUsers) + "\", \"minimum number of digits\":\"") + minPasswordDigit) + "\", \"minimum number of characters\":\"") + minPasswordLength) + "\", \"minimum number of lowercase letters\":\"") + minPasswordLowercase) + "\", \"minimum number of special characters\":\"") + minPasswordSpecial) + "\", \"minimum number of uppercase letters\":\"") + minPasswordUppercase) + "\", \"password history count\":\"") + passwordHistoryCount) + "\", \"enable verbose login fail message\":\"") + verboseLoginFailMsg) + "\"}"), _time=now(), date=strftime('_time',"%Y-%m-%d") | fields + data, _time, date
07-07-2025 03:00:01.530 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest "/services/admin/Splunk-auth/splunk_auth" splunk_server=local | join type=left splunk_server [ | rest /services/server/info splunk_server=local | fields + guid, splunk_server] | appendcols override=false [ | rest /servicesNS/nobody/splunk_instrumentation/telemetry splunk_server=local | fields + telemetrySalt] | eval telemetrySalt=if(isnull(telemetrySalt),"",telemetrySalt), hashHost=sha1((telemetrySalt + splunk_server)) | replace "1" with "true", "0" with "false" in enablePasswordHistory,expireUserAccounts, forceWeakPasswordChange, lockoutUsers, verboseLoginFailMsg | eval data=(((((((((((((((((((((((((((((((((((((("{\"host\": \"" + hashHost) + "\",\"guid\": \"") + guid) + "\", \"constant login time\":\"") + constantLoginTime) + "\", \"enable password history\":\"") + enablePasswordHistory) + "\", \"expiration alert in days\":\"") + expireAlertDays) + "\", \"days until password expires\":\"") + expirePasswordDays) + "\", \"enable password expiration\":\"") + expireUserAccounts) + "\", \"force existing users to change weak passwords\":\"") + forceWeakPasswordChange) + "\", \"failed login attempts\":\"") + lockoutAttempts) + "\", \"lockout duration in minutes\":\"") + lockoutMins) + "\", \"lockout threshold in minutes\":\"") + lockoutThresholdMins) + "\", \"enable lockout users\":\"") + lockoutUsers) + "\", \"minimum number of digits\":\"") + minPasswordDigit) + "\", \"minimum number of characters\":\"") + minPasswordLength) + "\", \"minimum number of lowercase letters\":\"") + minPasswordLowercase) + "\", \"minimum number of special characters\":\"") + minPasswordSpecial) + "\", \"minimum number of uppercase letters\":\"") + minPasswordUppercase) + "\", \"password history count\":\"") + passwordHistoryCount) + "\", \"enable verbose login fail message\":\"") + verboseLoginFailMsg) + "\"}"), _time=now(), date=strftime('_time',"%Y-%m-%d") | fields + data, _time, date
07-07-2025 03:00:01.530 INFO  SearchParser [43832 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.530 INFO  SearchOperator:rest [43832 searchOrchestrator] - built uri=/services/admin/Splunk-auth/splunk_auth?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.530 INFO  DispatchStorageManagerInfo [43832 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.1 dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.1
07-07-2025 03:00:01.530 INFO  DispatchManager [43832 searchOrchestrator] - Search history storage sets to csv
07-07-2025 03:00:01.530 INFO  Metrics [43832 searchOrchestrator] - Will log metrics_module=search_health_metrics:Compute_Search_Quota at metrics_interval=60.
07-07-2025 03:00:01.530 INFO  Metrics [43832 searchOrchestrator] - Will log metrics_module=search_concurrency:Search_Queue_Metrics at metrics_interval=30.
07-07-2025 03:00:01.530 INFO  Metrics [43832 searchOrchestrator] - Will log metrics_module=search_concurrency at metrics_interval=30.
07-07-2025 03:00:01.530 INFO  Metrics [43832 searchOrchestrator] - Will log metrics_module=realtime_search_data at metrics_interval=60.
07-07-2025 03:00:01.530 INFO  Metrics [43832 searchOrchestrator] - Will log metrics_module=search_health_metrics:Search_History_Metrics at metrics_interval=60.
07-07-2025 03:00:01.534 INFO  HealthReporter [43832 searchOrchestrator] - Loaded latency_tracker_log_interval with value=30 from stanza=health_reporter
07-07-2025 03:00:01.534 INFO  HealthReporter [43832 searchOrchestrator] - Loaded aggregate_ingestion_latency_health with value=1 from stanza=health_reporter
07-07-2025 03:00:01.534 INFO  HealthReporter [43832 searchOrchestrator] - aggregate_ingestion_latency_health with value=1 from stanza=health_reporter will enable the aggregation of ingestion latency health reporter.
07-07-2025 03:00:01.534 INFO  HealthReporter [43832 searchOrchestrator] - Loaded ingestion_latency_send_interval_max with value=86400 from stanza=health_reporter
07-07-2025 03:00:01.534 INFO  HealthReporter [43832 searchOrchestrator] - Loaded ingestion_latency_send_interval with value=30 from stanza=health_reporter
07-07-2025 03:00:01.539 INFO  SearchOrchestrator [43832 searchOrchestrator] - SearchOrchestrator is constructed.  sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.1, eval_only=0
07-07-2025 03:00:01.539 INFO  SearchOrchestrator [43832 searchOrchestrator] -  Initialized the SRI
07-07-2025 03:00:01.541 INFO  ISplunkDispatch [43832 searchOrchestrator] - Not running in splunkd. Bundle replication not triggered.
07-07-2025 03:00:01.545 INFO  SearchOrchestrator [108440 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
07-07-2025 03:00:01.545 INFO  UserManager [108440 searchOrchestrator] - Setting user context: admin
07-07-2025 03:00:01.545 INFO  UserManager [108440 searchOrchestrator] - Free version does not have user services
07-07-2025 03:00:01.545 INFO  UserManager [108440 searchOrchestrator] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.545 INFO  SearchOrchestrator [108440 searchOrchestrator] - Creating the search DAG.
07-07-2025 03:00:01.545 INFO  SearchParser [108440 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.545 INFO  DispatchStorageManagerInfo [108440 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=ca846cfce813d1e5_tmp dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\ca846cfce813d1e5_tmp
07-07-2025 03:00:01.545 INFO  SearchOperator:rest [108440 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.545 INFO  SearchParser [108440 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.545 INFO  SearchOperator:rest [108440 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.545 INFO  DispatchThread [108440 searchOrchestrator] - BatchMode: allowBatchMode: 1, conf(1): 1, timeline/Status buckets(0):0, realtime(0):0, report pipe empty(0):0, reqTimeOrder(0):0, summarize(0):0, statefulStreaming(0):0
07-07-2025 03:00:01.545 INFO  DispatchThread [108440 searchOrchestrator] - required fields list to add to remote search = *
07-07-2025 03:00:01.545 INFO  DispatchCommandProcessor [108440 searchOrchestrator] - summaryHash=fbaafaa0fd22c9d7 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_fbaafaa0fd22c9d7 remoteSearch=prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.545 INFO  DispatchCommandProcessor [108440 searchOrchestrator] - summaryHash=NSdea437639f3255a9 summaryId=D59BE72C-130E-4AB5-91DF-EC18452C6179_splunk_instrumentation_admin_NSdea437639f3255a9 remoteSearch=prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.545 INFO  DispatchThread [108440 searchOrchestrator] - Getting summary ID for summaryHash=NSdea437639f3255a9
07-07-2025 03:00:01.552 INFO  SearchParser [108440 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.552 INFO  SearchOperator:rest [108440 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.552 INFO  AstOptimizer [108440 searchOrchestrator] - SrchOptMetrics optimize_toJson=0.000
07-07-2025 03:00:01.552 INFO  SearchParser [108440 searchOrchestrator] - PARSING:  | fields + guid, splunk_server
07-07-2025 03:00:01.552 INFO  SearchParser [108440 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local
07-07-2025 03:00:01.552 INFO  FederatedInfo [108440 searchOrchestrator] - No federated search providers defined.
07-07-2025 03:00:01.552 INFO  ProjElim [108440 searchOrchestrator] - Excluded processors=[addinfo]
07-07-2025 03:00:01.557 INFO  AstVisitorFactory [108440 searchOrchestrator] - Not building visitor : replace_stats_cmds_with_tstats
07-07-2025 03:00:01.557 INFO  AstVisitorFactory [108440 searchOrchestrator] - Not building visitor : replace_chart_cmds_with_tstats
07-07-2025 03:00:01.557 INFO  AstOptimizer [108440 searchOrchestrator] - SrchOptMetrics optimization=0.016
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Optimized Search = | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.557 INFO  ScopedTimer [108440 searchOrchestrator] - search.optimize 0.016
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Data federation is enabled
07-07-2025 03:00:01.557 INFO  FederatedProviderVisitor [108440 searchOrchestrator] - Federated Whole Search Remote Execution Enabled: false
07-07-2025 03:00:01.557 INFO  FederatedProviderVisitor [108440 searchOrchestrator] - Command not safe for remote execution, command=rest
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Number of involved federated deployments is 0.
07-07-2025 03:00:01.557 ERROR ParallelReducePolicy [108440 searchOrchestrator] - Invalid distribute environment setup
07-07-2025 03:00:01.557 INFO  PhaseToPipelineVisitor [108440 searchOrchestrator] - Phase Search =  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.557 INFO  SearchParser [108440 searchOrchestrator] - PARSING:  | rest /services/server/info splunk_server=local | fields + guid, splunk_server
07-07-2025 03:00:01.557 INFO  SearchOperator:rest [108440 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.557 INFO  SearchPipeline [108440 searchOrchestrator] - ReportSearch=1 AllowBatchMode=0
07-07-2025 03:00:01.557 INFO  SearchParser [108440 searchOrchestrator] - PARSING: prerest splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.557 INFO  SearchOperator:rest [108440 searchOrchestrator] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Disabling timeliner since source is not an event index
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Disabling timeliner since event search is empty
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - No need for RTWindowProcessor
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Timeliner will not be executed
07-07-2025 03:00:01.557 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - required fields list to add to different pipelines = *
07-07-2025 03:00:01.559 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Adding noop to provide result collation at search head
07-07-2025 03:00:01.559 INFO  SearchParser [108440 searchOrchestrator] - PARSING: noop
07-07-2025 03:00:01.559 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Search Phases created.
07-07-2025 03:00:01.561 INFO  SearchOrchestrator [108440 searchOrchestrator] - Preview is not enabled. (preview_algorithm=NONE)
07-07-2025 03:00:01.561 INFO  UserManager [108440 searchOrchestrator] - Setting user context: admin
07-07-2025 03:00:01.561 INFO  UserManager [108440 searchOrchestrator] - Free version does not have user services
07-07-2025 03:00:01.561 INFO  UserManager [108440 searchOrchestrator] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.561 INFO  UserManager [108440 searchOrchestrator] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.561 INFO  DistributedSearchResultCollectionManager [108440 searchOrchestrator] - Stream search: prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.561 INFO  ExternalResultProvider [108440 searchOrchestrator] - No external result providers are configured
07-07-2025 03:00:01.561 INFO  DistributedSearchResultCollectionManager [108440 searchOrchestrator] - ERP_FACTORY initialized, but zero external result provider, hence disabling _isERPCollectionEnabled
07-07-2025 03:00:01.565 INFO  DistributedSearchResultCollectionManager [108440 searchOrchestrator] - results_queue_read_timeout_sec=900.000 send_timeout=30.000 connect_timeout=10.000 receive_timeout=600.000
07-07-2025 03:00:01.565 INFO  DistributedSearchResultCollectionManager [108440 searchOrchestrator] - Creating result collector for local peer.
07-07-2025 03:00:01.565 INFO  DistributedSearchResultCollectionManager [108440 searchOrchestrator] - Successfully created search result collector for localpeer=%sBEER-PC01 in 0.000 seconds
07-07-2025 03:00:01.565 INFO  SearchPhaseGenerator [108440 searchOrchestrator] - Time spends on creating distributed search results infrastructure; dispatchcreatedSearchResultInfrastructure=0.000 seconds.
07-07-2025 03:00:01.565 INFO  SearchOrchestrator [108440 searchOrchestrator] - Starting the status control thread.
07-07-2025 03:00:01.565 INFO  UserManager [124264 SearchResultExecutorThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  SearchOrchestrator [108440 searchOrchestrator] - Starting phase=1
07-07-2025 03:00:01.565 INFO  UserManager [124264 SearchResultExecutorThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [124264 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  UserManager [123472 StatusEnforcerThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [123472 StatusEnforcerThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [123472 StatusEnforcerThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  SearchStatusEnforcer [123472 StatusEnforcerThread] - Enforcing disk quota = 0
07-07-2025 03:00:01.565 INFO  UserManager [19944 SearchResultExecutorThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [19944 SearchResultExecutorThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [19944 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  UserManager [108584 SearchResultExecutorThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [108584 SearchResultExecutorThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [108584 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  UserManager [68476 SearchResultExecutorThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [68476 SearchResultExecutorThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [68476 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  UserManager [110840 SearchResultExecutorThread] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [110840 SearchResultExecutorThread] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [110840 SearchResultExecutorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  UserManager [104664 phase_1] - Setting user context: admin
07-07-2025 03:00:01.565 INFO  UserManager [104664 phase_1] - Free version does not have user services
07-07-2025 03:00:01.565 INFO  UserManager [104664 phase_1] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.565 INFO  ReducePhaseExecutor [104664 phase_1] - Starting phase_1
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Setting user context: admin
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Free version does not have user services
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.567 INFO  SearchParser [120740 localCollectorThread] - PARSING: prerest  splunk_server="BEER-PC01" timeout=60 "/services/server/info?count=0"
07-07-2025 03:00:01.567 INFO  SearchOperator:rest [120740 localCollectorThread] - built uri=/services/server/info?count=0, server=https://127.0.0.1:8088
07-07-2025 03:00:01.567 INFO  LocalCollector [120740 localCollectorThread] - Final required fields list = *
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Setting user context: admin
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Free version does not have user services
07-07-2025 03:00:01.567 INFO  UserManager [120740 localCollectorThread] - Done setting user context: NULL -> NULL
07-07-2025 03:00:01.567 INFO  SearchOperator:rest [120740 localCollectorThread] - in RestProcessor::execute
07-07-2025 03:00:01.567 INFO  ProxyConfig [120740 localCollectorThread] - Failed to initialize http_proxy from server.conf for splunkd. Please make sure that the http_proxy property is set as http_proxy=http://host:port in case HTTP proxying needs to be enabled.
07-07-2025 03:00:01.567 INFO  ProxyConfig [120740 localCollectorThread] - Failed to initialize https_proxy from server.conf for splunkd. Please make sure that the https_proxy property is set as https_proxy=http://host:port in case HTTP proxying needs to be enabled.
07-07-2025 03:00:01.567 INFO  ProxyConfig [120740 localCollectorThread] - Failed to initialize the proxy_rules setting from server.conf for splunkd. Please provide a valid set of proxy_rules in case HTTP proxying needs to be enabled.
07-07-2025 03:00:01.567 INFO  ProxyConfig [120740 localCollectorThread] - Failed to initialize the no_proxy setting from server.conf for splunkd. Please provide a valid set of no_proxy rules in case HTTP proxying needs to be enabled.
07-07-2025 03:00:01.585 INFO  UserManager [120740 localCollectorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  UserManager [110840 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  UserManager [19944 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  UserManager [108584 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  UserManager [124264 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  UserManager [68476 SearchResultExecutorThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.585 INFO  ResultsCollationProcessor [104664 phase_1] - Writing remote_event_providers.csv to disk
07-07-2025 03:00:01.606 INFO  ReducePhaseExecutor [104664 phase_1] - Not downloading remote search.log files. Reason: No remote event providers.
07-07-2025 03:00:01.606 INFO  ReducePhaseExecutor [104664 phase_1] - Not downloading remote search_telemetry.json files. Reason: No remote event providers.
07-07-2025 03:00:01.606 INFO  ReducePhaseExecutor [104664 phase_1] - Ending phase_1
07-07-2025 03:00:01.606 INFO  UserManager [104664 phase_1] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.616 INFO  UserManager [123472 StatusEnforcerThread] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.616 INFO  DispatchManager [108440 searchOrchestrator] - DispatchManager::dispatchHasFinished(id='subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.1', username='admin')
07-07-2025 03:00:01.616 INFO  UserManager [108440 searchOrchestrator] - Unwound user context: NULL -> NULL
07-07-2025 03:00:01.616 INFO  SearchOrchestrator [43832 searchOrchestrator] - SearchOrchestrator is destructed.  sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.1, eval_only=0
07-07-2025 03:00:01.626 INFO  SearchStatusEnforcer [43832 searchOrchestrator] - SearchStatusEnforcer is already terminated
07-07-2025 03:00:01.647 INFO  DispatchStorageManagerInfo [43832 searchOrchestrator] - Successfully created new dispatch directory for search job. sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.2 dispatch_dir=C:\Program Files\Splunk\var\run\splunk\dispatch\subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.2
07-07-2025 03:00:01.647 INFO  SearchOrchestrator [43832 searchOrchestrator] - SearchOrchestrator is constructed.  sid=subsearch_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_1751846401.2, eval_only=0
07-07-2025 03:00:01.647 INFO  SearchOrchestrator [43832 searchOrchestrator] -  Initialized the SRI
07-07-2025 03:00:01.647 INFO  ISplunkDispatch [43832 searchOrchestrator] - Not running in splunkd. Bundle replication not triggered.
07-07-2025 03:00:01.656 INFO  SearchOrchestrator [122620 searchOrchestrator] - Initialzing the run time settings for the orchestrator.
