sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","api_index_et","api_index_lt","savedsearch_name","adhoc_search_level","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name","__mv_adhoc_search_level"
"1751273584.227","| tstats values(date) as time where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ID
| eval timestamp=strptime(time, ""%m/%d/%Y %I:%M:%S %p"")
| sort 0 timestamp
| streamstats range(timestamp) as timeDiff window=2
| stats avg(timeDiff)","BEER-PC01","1751273584.039904",0,"UI:Search",1926,1751273584,1,1926,completed,"1.5","1748638800.000000000","1748638800.000000000","1751273584.000000000","1751273584.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751273592.228","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats range(_time) as timeDiff window=2
| stats avg(timeDiff)","BEER-PC01","1751273592.830035",0,"UI:Search",1926,1751273593,1,1926,completed,"1.171","1748638800.000000000","1748638800.000000000","1751273592.000000000","1751273592.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1751273643.229","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats range(_time) as timeDiff window=2
| stats avg(timeDiff)","BEER-PC01","1751273643.056558",0,"UI:Dashboard:chicago_crimes",8332329,1751273643,1,8332329,completed,"61.018",,,,,"1833029933770.955","1833029933770.955",search4,"",,,,,,,,,,,,,,,,,,,,
"1751273901.230","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei","BEER-PC01","1751273901.340060",0,"UI:Search",1926,1751273901,1926,1926,completed,"1.064","1748638800.000000000","1748638800.000000000","1751273901.000000000","1751273901.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751273941.231","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(timestamp) as timeDiff window=2 by nei","BEER-PC01","1751273941.182140",0,"UI:Search",1926,1751273941,1926,1926,completed,"1.004","1748638800.000000000","1748638800.000000000","1751273941.000000000","1751273941.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751273953.232","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei","BEER-PC01","1751273953.132291",0,"UI:Search",1926,1751273953,1926,1926,completed,"1.203","1748638800.000000000","1748638800.000000000","1751273953.000000000","1751273953.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274043.233","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| tail -1","BEER-PC01","1751274043.709061",0,"UI:Search",0,1751274044,0,0,failed,"0.035","1748638800.000000000","1748638800.000000000","1751274043.000000000","1751274043.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274047.234","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| tail 1","BEER-PC01","1751274047.340092",0,"UI:Search",1926,1751274047,1,1926,completed,"1.028","1748638800.000000000","1748638800.000000000","1751274047.000000000","1751274047.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274053.235","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei","BEER-PC01","1751274053.056896",0,"UI:Search",1926,1751274053,1926,1926,completed,"0.995","1748638800.000000000","1748638800.000000000","1751274053.000000000","1751274053.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274084.236","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei","BEER-PC01","1751274084.315180",0,"UI:Search",1926,1751274084,76,1926,completed,"1.204","1748638800.000000000","1748638800.000000000","1751274084.000000000","1751274084.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274108.237","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei","BEER-PC01","1751274108.612850",0,"UI:Search",1926,1751274108,1926,1926,completed,"1.035","1748638800.000000000","1748638800.000000000","1751274108.000000000","1751274108.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751274123.238","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei","BEER-PC01","1751274123.074775",0,"UI:Search",1926,1751274123,76,1926,completed,"1.119","1748638800.000000000","1748638800.000000000","1751274123.000000000","1751274123.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1751274184.239","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei","BEER-PC01","1751274184.016409",0,"UI:Dashboard:chicago_crimes",8332329,1751274184,78,8332329,completed,"95.682",,,,,"1833029933770.955","1833029933770.955",search5,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1751277852.249","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie  
| transaction JSESSIONID mvlist=true
| eval indexSuccess=mvfind(file, ""success.do"")
| search indexSuccess=""*""
| eval timeSuccess=strptime(mvindex(req_time,indexSuccess), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeLogin=strptime(mvindex(req_time,0), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeToPurchase=timeSuccess-timeLogin
| stats min(timeToPurchase) as minPurchaseTime","BEER-PC01","1751277852.579024",0,"UI:Dashboard:tutorialdata",0,1751277853,0,67031,canceled,"2.562",,,,,"1833029933770.955","1833029933770.955",search7,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search11_1751277852.253","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId itemId
| sort clientip","BEER-PC01","1751277852.747974",0,"UI:Dashboard:tutorialdata",181,1751277855,0,2998,canceled,"1.098",,,,,"1833029933770.955","1833029933770.955",search11,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751277853.259","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751277853.686482",0,"UI:Dashboard:tutorialdata",282,1751277855,0,496,canceled,"2.427",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search3_1751277875.261","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie  
| stats dc(itemId) as numItems
| eval countUnpurchesed=numItems-[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200
    | stats dc(itemId) as numPurchesed
    |  return $numPurchesed] 
|  table countUnpurchesed","BEER-PC01","1751277875.755827",0,"UI:Dashboard:tutorialdata",19026,1751277876,0,25000,canceled,"2.267",,,,,"1833029933770.955","1833029933770.955",search3,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search10_1751277876.268","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200
| eval date=substr(req_time,0,11)
| stats sum(other) as income count max(_time) as timeToSort by date
| sort timeToSort
| fields - timeToSort
| streamstats window=2 first(income) as prevIncome last(income) as lastIncome
| eval growthPerc=(lastIncome-prevIncome)/prevIncome*100
| reverse","BEER-PC01","1751277876.160553",0,"UI:Dashboard:tutorialdata",3248,1751277877,0,4308,canceled,"1.5310000000000001",,,,,"1833029933770.955","1833029933770.955",search10,"",,,,,,,,,,,,,,,,,,,,
"rt_md_1751278974.2","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751278974.014076",1,"UI:Search",0,1751278974,0,0,failed,"3635.347",,,,,,,,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1751279218.7","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei","BEER-PC01","1751279218.968665",0,"UI:Dashboard:chicago_crimes",8332329,1751279219,78,8332329,completed,"140.413",,,,,"1833029933770.955","1833029933770.955",search5,"",,,,,,,,,,,,,,,,,,,,
"1751279442.8","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei
| sort nei","BEER-PC01","1751279442.299373",0,"UI:Search",1926,1751279442,76,1926,completed,"1.165","1748638800.000000000","1748638800.000000000","1751279442.000000000","1751279442.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751279462.9","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) as avgTimeDiff by nei
| sort nei","BEER-PC01","1751279462.347543",0,"UI:Search",1926,1751279462,76,1926,completed,"1.07","1748638800.000000000","1748638800.000000000","1751279462.000000000","1751279462.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751279682.10","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei","BEER-PC01","1751279682.706320",0,"UI:Search",1926,1751279683,1926,1926,completed,"1.042","1748638800.000000000","1748638800.000000000","1751279682.000000000","1751279682.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1751279737.11","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei
| sort nei","BEER-PC01","1751279737.610761",0,"UI:Dashboard:chicago_crimes",8332329,1751279737,78,8332329,completed,"96.248",,,,,"1833029933770.955","1833029933770.955",search5,"",,,,,,,,,,,,,,,,,,,,
"1751279942.12","| tstats count range(_time) as diffTime min(_time) as minTime max(_time) as maxTs where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Community Area""","BEER-PC01","1751279942.932760",0,"UI:Search",1926,1751279943,76,1926,completed,"0.21","1748638800.000000000","1748638800.000000000","1751279942.000000000","1751279942.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280037.13","| tstats values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats range(_time) as timeDiff window=2 by nei
| stats avg(timeDiff) by nei
| sort nei","BEER-PC01","1751280037.531659",0,"UI:Search",1926,1751280037,76,1926,completed,"1.1280000000000001","1748638800.000000000","1748638800.000000000","1751280037.000000000","1751280037.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280044.14","| tstats count range(_time) as diffTime min(_time) as minTime max(_time) as maxTs where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Community Area""
| eval avg=diffTime/(count-1)
| table avg ""Community Area""","BEER-PC01","1751280044.935536",0,"UI:Search",1926,1751280045,76,1926,completed,"0.199","1748638800.000000000","1748638800.000000000","1751280044.000000000","1751280044.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751280128.15","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751280128.027823",0,"UI:Dashboard:chicago_crimes",8332329,1751280128,1,8332329,completed,"0.327",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"1751280228.16","| tstats count where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" AND [| tstats values(date) as time values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ID
| eval timestamp=strptime(time, ""%m/%d/%Y %I:%M:%S %p"")
| sort 0 timestamp
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype
| rename crimetype as ""Primary Type""] by date_wday","BEER-PC01","1751280228.632462",0,"UI:Search",0,1751280228,0,0,completed,"0.8250000000000001","1748638800.000000000","1748638800.000000000","1751280228.000000000","1751280228.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280254.17","| tstats values(date) as time values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ID
| eval timestamp=strptime(time, ""%m/%d/%Y %I:%M:%S %p"")
| sort 0 timestamp
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype","BEER-PC01","1751280254.579276",0,"UI:Search",0,1751280254,0,0,completed,"0.251","1748638800.000000000","1748638800.000000000","1751280254.000000000","1751280254.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280301.18","| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype","BEER-PC01","1751280301.617188",0,"UI:Search",1926,1751280301,1,1926,completed,"1.069","1748638800.000000000","1748638800.000000000","1751280301.000000000","1751280301.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280376.19","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND","BEER-PC01","1751280376.389444",0,"UI:Search",0,1751280376,0,0,failed,"0.036000000000000004","1748638800.000000000",,"1751280376.000000000",,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280394.20","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND
 [| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype] by date_wday","BEER-PC01","1751280394.823122",0,"UI:Search",0,1751280395,0,0,completed,"1.403","1748638800.000000000","1748638800.000000000","1751280394.000000000","1751280394.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280410.21","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND [| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype] by date_wday","BEER-PC01","1751280410.612377",0,"UI:Search",0,1751280411,0,0,completed,"1.418","1748638800.000000000","1748638800.000000000","1751280410.000000000","1751280410.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280431.22","| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype","BEER-PC01","1751280431.041280",0,"UI:Search",1926,1751280431,1,1926,completed,"0.971","1748638800.000000000","1748638800.000000000","1751280431.000000000","1751280431.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280468.23","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND
 [| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype
| rename crimetype as ""Primary Type""] by date_wday","BEER-PC01","1751280468.641115",0,"UI:Search",414,1751280468,4,414,completed,"1.129","1748638800.000000000","1748638800.000000000","1751280468.000000000","1751280468.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280493.24","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND
 [| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype
| rename crimetype as ""Primary Type""] by date_wday
| sort - count
| head 3","BEER-PC01","1751280494.001366",0,"UI:Search",1767070,1751280494,3,1767070,completed,"94.197",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1751280673.27","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" AND
 [| tstats values(""Community Area"") as nei values(""Primary Type"") as crimetype where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| streamstats window=2 first(crimetype) as crime1 last(crimetype) as crime2
| search crime1=THEFT
| top 1 crimetype
| table crimetype
| rename crimetype as ""Primary Type""] by date_wday
| sort - count
| head 3","BEER-PC01","1751280673.845904",0,"UI:Dashboard:chicago_crimes",1767070,1751280674,3,1767070,completed,"97.899",,,,,"1833029933770.955","1833029933770.955",search7,"",,,,,,,,,,,,,,,,,,,,
"1751280684.28","| tstats count where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ""Primary Type"", date_wday
| sort ""Primary Type"", -count
| dedup ""Primary Type""
| join left=L right=R where L.""Primary Type"" = R.""Primary Type"" [| tstats count where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ""Primary Type"", date_wday
| sort ""Primary Type"", count
| dedup ""Primary Type""]
| rename L.date_wday as dangerousDay L.count as countCrimes1 L.""Primary Type"" as crime R.date_wday as safeDay R.count as countCrimes2
| table crime dangerousDay countCrimes1 safeDay countCrimes2","BEER-PC01","1751280684.751141",0,"UI:Search",0,1751280685,0,0,completed,"0.41500000000000004","1748638800.000000000","1748638800.000000000","1751280684.000000000","1751280684.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751280720.29","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", -count
| dedup ""Primary Type""
| join left=L right=R where L.""Primary Type"" = R.""Primary Type"" [| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", count
| dedup ""Primary Type""]
| rename L.date_wday as dangerousDay L.count as countCrimes1 L.""Primary Type"" as crime R.date_wday as safeDay R.count as countCrimes2
| table crime dangerousDay countCrimes1 safeDay countCrimes2","BEER-PC01","1751280720.634993",0,"UI:Search",1926,1751280721,23,1926,completed,"0.39","1748638800.000000000","1748638800.000000000","1751280720.000000000","1751280720.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1751280763.30","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", -count
| dedup ""Primary Type""
| join left=L right=R where L.""Primary Type"" = R.""Primary Type"" [| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", count
| dedup ""Primary Type""]
| rename L.date_wday as dangerousDay L.count as countCrimes1 L.""Primary Type"" as crime R.date_wday as safeDay R.count as countCrimes2
| table crime dangerousDay countCrimes1 safeDay countCrimes2","BEER-PC01","1751280763.446812",0,"UI:Dashboard:chicago_crimes",8332329,1751280764,36,8332329,completed,"1.736",,,,,"1833029933770.955","1833029933770.955",search8,"",,,,,,,,,,,,,,,,,,,,
"1751280774.31","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", -count
| dedup ""Primary Type""
| join left=L right=R where L.""Primary Type"" = R.""Primary Type"" [| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", date_wday
| sort ""Primary Type"", count
| dedup ""Primary Type""]
| rename L.date_wday as dangerousDay L.count as countCrimes1 L.""Primary Type"" as crime R.date_wday as safeDay R.count as countCrimes2
| table crime dangerousDay countCrimes1 safeDay countCrimes2","BEER-PC01","1751280774.805250",0,"UI:Search",8332329,1751280775,36,8332329,completed,"1.3840000000000001",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281063.32","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type""","BEER-PC01","1751281063.012359",0,"UI:Search",8332329,1751281063,36,8332329,completed,"0.424",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281147.33","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type""
| stats count","BEER-PC01","1751281147.459225",0,"UI:Search",8332329,1751281147,1,8332329,completed,"0.456",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281224.34","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by date_wday,""Primary Type"",Block
| lookup crimes.csv ""Primary Type""
| eval crimeScore=count*Points
| stats sum(crimeScore) as dailyScore by date_wday, Block
| sort 0 date_wday,-dailyScore
| dedup date_wday","BEER-PC01","1751281224.691498",0,"UI:Search",0,1751281225,0,0,failed,"0.052000000000000005","1748638800.000000000","1748638800.000000000","1751281224.000000000","1751281224.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281355.35","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by date_wday,""Primary Type"",Block
| lookup crime.csv ""Primary Type""
| eval crimeScore=count*Points
| stats sum(crimeScore) as dailyScore by date_wday, Block
| sort 0 date_wday,-dailyScore
| dedup date_wday","BEER-PC01","1751281355.931019",0,"UI:Search",1926,1751281356,4,1926,completed,"0.533","1748638800.000000000","1748638800.000000000","1751281355.000000000","1751281355.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281365.36","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by date_wday,""Primary Type"",Block
| lookup crime.csv ""Primary Type""
| eval crimeScore=count*Points
| stats sum(crimeScore) as dailyScore by date_wday, Block
| sort 0 date_wday,-dailyScore
| dedup date_wday","BEER-PC01","1751281365.155410",0,"UI:Search",8332329,1751281365,7,8332329,completed,"24.745",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1751281420.37","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by date_wday,""Primary Type"",Block
| lookup crime.csv ""Primary Type""
| eval crimeScore=count*Points
| stats sum(crimeScore) as dailyScore by date_wday, Block
| sort 0 date_wday,-dailyScore
| dedup date_wday","BEER-PC01","1751281420.533490",0,"UI:Dashboard:chicago_crimes",8332329,1751281420,7,8332329,completed,"24.98",,,,,"1833029933770.955","1833029933770.955",search9,"",,,,,,,,,,,,,,,,,,,,
"1751281503.38","| tstats values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats first(crimetype) as crime1 last(crimetype) as crime2 window=2 by nei
| eval crimes = crime1 + ""--->"" + crime2
| top 1 crimes by nei
| sort nei","BEER-PC01","1751281503.827322",0,"UI:Search",1926,1751281504,76,1926,completed,"0.9550000000000001","1748638800.000000000","1748638800.000000000","1751281503.000000000","1751281503.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281530.39","| tstats values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei","BEER-PC01","1751281530.456909",0,"UI:Search",1926,1751281530,1926,1926,completed,"1.0090000000000001","1748638800.000000000","1748638800.000000000","1751281530.000000000","1751281530.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281747.40","| tstats values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei","BEER-PC01","1751281747.113987",0,"UI:Search",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1751281773.41","| tstats values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats first(crimetype) as crime1 last(crimetype) as crime2 window=2 by nei
| eval crimes = crime1 + ""--->"" + crime2","BEER-PC01","1751281773.249859",0,"UI:Search",1926,1751281773,1926,1926,completed,"1.032","1748638800.000000000","1748638800.000000000","1751281773.000000000","1751281773.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751281833.42","| tstats values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by _time span=1s,ID
| sort 0 nei
| streamstats first(crimetype) as crime1 last(crimetype) as crime2 window=2 by nei
| eval crimes = crime1 + ""--->"" + crime2
| stats count by crimes,nei","BEER-PC01","1751281833.708307",0,"UI:Search",1926,1751281834,1439,1926,completed,"1.016","1748638800.000000000","1748638800.000000000","1751281833.000000000","1751281833.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
